Date,1 yr versus 3 mo,2 yr vs 3 mo,5 yr vs 2 yr,10 yr vs 2 yr,10 yr vs 3 mo
9/17/2010,0.1,0.32,0.98,2.27,2.59
9/16/2010,0.09,0.32,1,2.29,2.61
9/15/2010,0.11,0.35,0.96,2.24,2.59
9/14/2010,0.11,0.35,0.93,2.18,2.53
9/13/2010,0.11,0.38,0.98,2.21,2.59
9/10/2010,0.13,0.44,1.01,2.23,2.67
9/9/2010,0.12,0.43,1,2.2,2.63
9/8/2010,0.1,0.38,0.94,2.14,2.52
9/7/2010,0.11,0.35,0.92,2.12,2.47
9/3/2010,0.11,0.38,0.97,2.2,2.58
9/2/2010,0.11,0.36,0.93,2.13,2.49
9/1/2010,0.12,0.37,0.91,2.08,2.45
8/31/2010,0.11,0.33,0.86,2,2.33
8/30/2010,0.12,0.36,0.89,2.04,2.4
8/27/2010,0.12,0.41,0.93,2.1,2.51
8/26/2010,0.09,0.35,0.87,1.99,2.34
8/25/2010,0.1,0.37,0.87,2.01,2.38
8/24/2010,0.11,0.34,0.86,2,2.34
8/23/2010,0.09,0.33,0.94,2.11,2.44
8/20/2010,0.11,0.34,0.98,2.13,2.47
8/19/2010,0.09,0.33,0.92,2.09,2.42
8/18/2010,0.09,0.35,0.95,2.13,2.48
8/17/2010,0.09,0.35,0.92,2.12,2.47
8/16/2010,0.09,0.35,0.89,2.07,2.42
8/13/2010,0.11,0.39,0.93,2.14,2.53
8/12/2010,0.09,0.39,0.93,2.19,2.58
8/11/2010,0.1,0.39,0.9,2.18,2.57
8/10/2010,0.1,0.37,0.94,2.27,2.64
8/9/2010,0.11,0.39,1,2.32,2.71
8/6/2010,0.1,0.35,1.01,2.36,2.71
8/5/2010,0.12,0.38,1.04,2.41,2.79
8/4/2010,0.12,0.4,1.06,2.42,2.82
8/3/2010,0.11,0.37,1.02,2.41,2.78
8/2/2010,0.12,0.4,1.08,2.43,2.83
7/30/2010,0.14,0.4,1.05,2.39,2.79
7/29/2010,0.15,0.44,1.11,2.44,2.88
7/28/2010,0.15,0.46,1.14,2.42,2.88
7/27/2010,0.15,0.5,1.17,2.43,2.93
7/26/2010,0.13,0.46,1.14,2.41,2.87
7/23/2010,0.11,0.44,1.15,2.42,2.86
7/22/2010,0.11,0.44,1.09,2.36,2.8
7/21/2010,0.11,0.42,1.08,2.32,2.74
7/20/2010,0.11,0.45,1.1,2.37,2.82
7/19/2010,0.11,0.44,1.12,2.38,2.82
7/16/2010,0.13,0.46,1.09,2.35,2.81
7/15/2010,0.12,0.46,1.15,2.39,2.85
7/14/2010,0.12,0.47,1.2,2.45,2.92
7/13/2010,0.15,0.52,1.23,2.48,3
7/12/2010,0.14,0.49,1.2,2.43,2.92
7/9/2010,0.14,0.47,1.22,2.44,2.91
7/8/2010,0.15,0.48,1.17,2.41,2.89
7/7/2010,0.15,0.47,1.16,2.37,2.84
7/6/2010,0.15,0.45,1.14,2.33,2.78
7/2/2010,0.14,0.46,1.19,2.37,2.83
7/1/2010,0.15,0.46,1.17,2.33,2.79
6/30/2010,0.14,0.43,1.18,2.36,2.79
6/29/2010,0.16,0.46,1.17,2.36,2.82
6/28/2010,0.13,0.45,1.21,2.43,2.88
6/25/2010,0.16,0.52,1.25,2.47,2.99
6/24/2010,0.16,0.54,1.26,2.47,3.01
6/23/2010,0.17,0.53,1.27,2.47,3
6/22/2010,0.16,0.58,1.27,2.47,3.05
6/21/2010,0.17,0.62,1.31,2.52,3.14
6/18/2010,0.19,0.63,1.3,2.5,3.13
6/17/2010,0.19,0.63,1.29,2.49,3.12
6/16/2010,0.2,0.65,1.31,2.52,3.17
6/15/2010,0.22,0.7,1.31,2.53,3.23
6/14/2010,0.24,0.7,1.3,2.51,3.21
6/11/2010,0.22,0.67,1.28,2.49,3.16
6/10/2010,0.24,0.69,1.33,2.54,3.23
6/9/2010,0.23,0.64,1.25,2.46,3.1
6/8/2010,0.22,0.62,1.24,2.44,3.06
6/7/2010,0.23,0.62,1.21,2.43,3.05
6/4/2010,0.2,0.58,1.26,2.48,3.06
6/3/2010,0.24,0.68,1.35,2.57,3.25
6/2/2010,0.22,0.66,1.32,2.53,3.19
6/1/2010,0.19,0.62,1.31,2.51,3.13
5/28/2010,0.18,0.6,1.34,2.55,3.15
5/27/2010,0.2,0.7,1.31,2.47,3.17
5/26/2010,0.2,0.65,1.24,2.39,3.04
5/25/2010,0.19,0.64,1.2,2.37,3.01
5/24/2010,0.18,0.6,1.27,2.46,3.06
5/21/2010,0.18,0.59,1.26,2.44,3.03
5/20/2010,0.17,0.59,1.28,2.49,3.08
5/19/2010,0.18,0.63,1.33,2.56,3.19
5/18/2010,0.18,0.59,1.35,2.62,3.21
5/17/2010,0.2,0.65,1.39,2.66,3.31
5/14/2010,0.18,0.63,1.37,2.65,3.28
5/13/2010,0.24,0.71,1.4,2.68,3.39
5/12/2010,0.24,0.73,1.4,2.67,3.4
5/11/2010,0.22,0.69,1.41,2.71,3.4
5/10/2010,0.23,0.71,1.4,2.7,3.41
5/7/2010,0.25,0.7,1.34,2.62,3.32
5/6/2010,0.23,0.64,1.38,2.66,3.3
5/5/2010,0.24,0.73,1.43,2.7,3.43
5/4/2010,0.27,0.8,1.42,2.67,3.47
5/3/2010,0.26,0.83,1.47,2.72,3.55
4/30/2010,0.25,0.81,1.46,2.72,3.53
4/29/2010,0.25,0.84,1.48,2.75,3.59
4/28/2010,0.27,0.87,1.5,2.77,3.64
4/27/2010,0.26,0.87,1.43,2.68,3.55
4/26/2010,0.31,0.93,1.51,2.74,3.67
4/23/2010,0.3,0.94,1.51,2.74,3.68
4/22/2010,0.29,0.91,1.5,2.73,3.64
4/21/2010,0.29,0.88,1.49,2.74,3.62
4/20/2010,0.26,0.89,1.51,2.77,3.66
4/19/2010,0.27,0.85,1.53,2.82,3.67
4/16/2010,0.25,0.82,1.51,2.81,3.63
4/15/2010,0.27,0.88,1.53,2.82,3.7
4/14/2010,0.29,0.91,1.54,2.81,3.72
4/13/2010,0.29,0.91,1.51,2.77,3.68
4/12/2010,0.3,0.91,1.53,2.8,3.71
4/9/2010,0.3,0.92,1.57,2.82,3.74
4/8/2010,0.29,0.92,1.55,2.82,3.74
4/7/2010,0.3,0.89,1.56,2.83,3.72
4/6/2010,0.32,0.97,1.57,2.84,3.81
4/5/2010,0.3,1,1.57,2.83,3.83
4/2/2010,0.3,0.95,1.56,2.85,3.8
4/1/2010,0.26,0.89,1.54,2.84,3.73
3/31/2010,0.25,0.86,1.53,2.82,3.68
3/30/2010,0.28,0.9,1.54,2.82,3.72
3/29/2010,0.27,0.89,1.56,2.84,3.73
3/26/2010,0.29,0.9,1.55,2.82,3.72
3/25/2010,0.3,0.96,1.55,2.81,3.77
3/24/2010,0.3,0.94,1.54,2.76,3.7
3/23/2010,0.26,0.88,1.42,2.67,3.55
3/22/2010,0.26,0.86,1.42,2.66,3.52
3/19/2010,0.26,0.86,1.46,2.68,3.54
3/18/2010,0.25,0.82,1.46,2.7,3.52
3/17/2010,0.26,0.8,1.43,2.7,3.5
3/16/2010,0.25,0.77,1.44,2.73,3.5
3/15/2010,0.23,0.79,1.46,2.75,3.54
3/12/2010,0.26,0.82,1.45,2.74,3.56
3/11/2010,0.24,0.81,1.46,2.76,3.57
3/10/2010,0.24,0.77,1.47,2.81,3.58
3/9/2010,0.21,0.73,1.45,2.82,3.55
3/8/2010,0.23,0.74,1.46,2.82,3.56
3/5/2010,0.23,0.76,1.44,2.78,3.54
3/4/2010,0.21,0.72,1.42,2.75,3.47
3/3/2010,0.19,0.68,1.45,2.81,3.49
3/2/2010,0.18,0.66,1.47,2.82,3.48
3/1/2010,0.19,0.67,1.48,2.81,3.48
2/26/2010,0.19,0.68,1.49,2.8,3.48
2/25/2010,0.19,0.69,1.51,2.82,3.51
2/24/2010,0.22,0.75,1.53,2.83,3.58
2/23/2010,0.24,0.75,1.5,2.82,3.57
2/22/2010,0.26,0.8,1.56,2.89,3.69
2/19/2010,0.28,0.84,1.53,2.83,3.67
2/18/2010,0.27,0.8,1.56,2.89,3.69
2/17/2010,0.25,0.77,1.53,2.87,3.64
2/16/2010,0.24,0.72,1.5,2.84,3.56
2/12/2010,0.25,0.74,1.51,2.85,3.59
2/11/2010,0.27,0.8,1.48,2.82,3.62
2/10/2010,0.27,0.8,1.48,2.81,3.61
2/9/2010,0.22,0.72,1.48,2.83,3.55
2/8/2010,0.2,0.67,1.47,2.83,3.5
2/5/2010,0.21,0.67,1.46,2.82,3.49
2/4/2010,0.23,0.71,1.49,2.82,3.53
2/3/2010,0.25,0.78,1.52,2.85,3.63
2/2/2010,0.23,0.76,1.51,2.81,3.57
2/1/2010,0.23,0.76,1.52,2.82,3.58
1/29/2010,0.22,0.74,1.52,2.81,3.55
1/28/2010,0.23,0.79,1.54,2.81,3.6
1/27/2010,0.25,0.82,1.53,2.76,3.58
1/26/2010,0.25,0.8,1.51,2.78,3.58
1/25/2010,0.24,0.8,1.53,2.8,3.6
1/22/2010,0.24,0.78,1.53,2.78,3.56
1/21/2010,0.25,0.81,1.51,2.75,3.56
1/20/2010,0.26,0.87,1.53,2.76,3.63
1/19/2010,0.27,0.87,1.55,2.8,3.67
1/15/2010,0.27,0.83,1.55,2.81,3.64
1/14/2010,0.29,0.89,1.57,2.82,3.71
1/13/2010,0.31,0.91,1.58,2.83,3.74
1/12/2010,0.29,0.87,1.57,2.82,3.69
1/11/2010,0.31,0.91,1.63,2.9,3.81
1/8/2010,0.32,0.91,1.61,2.87,3.78
1/7/2010,0.35,0.98,1.59,2.82,3.8
1/6/2010,0.34,0.95,1.59,2.84,3.79
1/5/2010,0.34,0.94,1.55,2.76,3.7
1/4/2010,0.37,1.01,1.56,2.76,3.77
12/31/2009,0.41,1.08,1.55,2.71,3.79
12/30/2009,0.4,1.03,1.53,2.72,3.75
12/29/2009,0.37,0.99,1.53,2.73,3.72
12/28/2009,0.36,0.98,1.53,2.76,3.74
12/24/2009,0.38,0.95,1.57,2.82,3.77
12/23/2009,0.34,0.89,1.55,2.81,3.7
12/22/2009,0.33,0.87,1.54,2.81,3.68
12/21/2009,0.32,0.81,1.54,2.8,3.61
12/18/2009,0.31,0.77,1.48,2.73,3.5
12/17/2009,0.31,0.73,1.47,2.73,3.46
12/16/2009,0.34,0.81,1.5,2.76,3.57
12/15/2009,0.36,0.83,1.47,2.72,3.55
12/14/2009,0.33,0.83,1.43,2.69,3.52
12/11/2009,0.32,0.8,1.43,2.72,3.52
12/10/2009,0.3,0.76,1.41,2.71,3.47
12/9/2009,0.28,0.73,1.39,2.69,3.42
12/8/2009,0.26,0.7,1.39,2.67,3.37
12/7/2009,0.28,0.74,1.41,2.66,3.4
12/4/2009,0.3,0.78,1.4,2.64,3.42
12/3/2009,0.24,0.68,1.4,2.65,3.33
12/2/2009,0.23,0.67,1.37,2.6,3.27
12/1/2009,0.2,0.61,1.36,2.61,3.22
11/30/2009,0.21,0.61,1.34,2.54,3.15
11/27/2009,0.23,0.65,1.35,2.53,3.18
11/25/2009,0.21,0.68,1.38,2.55,3.23
11/24/2009,0.23,0.68,1.42,2.59,3.27
11/23/2009,0.24,0.72,1.43,2.6,3.32
11/20/2009,0.25,0.73,1.45,2.61,3.34
11/19/2009,0.25,0.71,1.45,2.62,3.33
11/18/2009,0.25,0.73,1.44,2.59,3.32
11/17/2009,0.26,0.72,1.41,2.55,3.27
11/16/2009,0.24,0.71,1.41,2.55,3.26
11/13/2009,0.26,0.76,1.46,2.61,3.37
11/12/2009,0.25,0.75,1.46,2.63,3.38
11/10/2009,0.26,0.78,1.46,2.65,3.43
11/9/2009,0.27,0.8,1.44,2.65,3.45
11/6/2009,0.28,0.8,1.44,2.68,3.48
11/5/2009,0.32,0.86,1.45,2.67,3.53
11/4/2009,0.31,0.86,1.48,2.66,3.52
11/3/2009,0.32,0.86,1.44,2.58,3.44
11/2/2009,0.32,0.86,1.41,2.53,3.39
10/30/2009,0.32,0.85,1.41,2.51,3.36
10/29/2009,0.34,0.92,1.46,2.55,3.47
10/28/2009,0.32,0.88,1.42,2.49,3.37
10/27/2009,0.31,0.91,1.42,2.5,3.41
10/26/2009,0.33,0.98,1.47,2.53,3.51
10/23/2009,0.33,0.97,1.42,2.47,3.44
10/22/2009,0.32,0.91,1.42,2.47,3.38
10/21/2009,0.33,0.93,1.38,2.42,3.35
10/20/2009,0.31,0.87,1.35,2.4,3.27
10/19/2009,0.3,0.91,1.37,2.42,3.33
10/16/2009,0.29,0.9,1.4,2.46,3.36
10/15/2009,0.29,0.9,1.44,2.52,3.42
10/14/2009,0.28,0.89,1.4,2.49,3.38
10/13/2009,0.28,0.84,1.37,2.43,3.27
10/9/2009,0.31,0.91,1.38,2.42,3.33
10/8/2009,0.29,0.84,1.32,2.37,3.21
10/7/2009,0.25,0.78,1.29,2.34,3.12
10/6/2009,0.29,0.83,1.34,2.36,3.19
10/5/2009,0.28,0.8,1.33,2.36,3.16
10/2/2009,0.27,0.78,1.34,2.36,3.14
10/1/2009,0.27,0.77,1.33,2.34,3.11
9/30/2009,0.26,0.81,1.36,2.36,3.17
9/29/2009,0.28,0.87,1.34,2.31,3.18
9/28/2009,0.29,0.87,1.35,2.33,3.2
9/25/2009,0.31,0.88,1.38,2.36,3.24
9/24/2009,0.29,0.83,1.44,2.47,3.3
9/23/2009,0.3,0.85,1.44,2.48,3.33
9/22/2009,0.31,0.91,1.43,2.44,3.35
9/21/2009,0.29,0.91,1.45,2.47,3.38
9/18/2009,0.33,0.95,1.46,2.46,3.41
9/17/2009,0.3,0.88,1.43,2.44,3.32
9/16/2009,0.28,0.91,1.45,2.47,3.38
9/15/2009,0.26,0.83,1.45,2.51,3.34
9/14/2009,0.26,0.8,1.43,2.48,3.28
9/11/2009,0.25,0.76,1.39,2.44,3.2
9/10/2009,0.26,0.76,1.39,2.46,3.22
9/9/2009,0.26,0.79,1.45,2.55,3.34
9/8/2009,0.27,0.79,1.45,2.54,3.33
9/4/2009,0.28,0.8,1.42,2.51,3.31
9/3/2009,0.27,0.76,1.38,2.42,3.18
9/2/2009,0.27,0.75,1.37,2.4,3.15
9/1/2009,0.29,0.78,1.41,2.46,3.24
8/31/2009,0.28,0.82,1.42,2.43,3.25
8/28/2009,0.29,0.86,1.45,2.45,3.31
8/27/2009,0.31,0.89,1.44,2.43,3.32
8/26/2009,0.3,0.91,1.4,2.38,3.29
8/25/2009,0.3,0.88,1.43,2.4,3.28
8/24/2009,0.27,0.88,1.45,2.43,3.31
8/21/2009,0.28,0.96,1.45,2.43,3.39
8/20/2009,0.25,0.86,1.4,2.39,3.25
8/19/2009,0.26,0.84,1.42,2.44,3.28
8/18/2009,0.25,0.88,1.42,2.45,3.33
8/17/2009,0.27,0.86,1.39,2.44,3.3
8/14/2009,0.26,0.89,1.44,2.48,3.37
8/13/2009,0.28,0.95,1.46,2.47,3.42
8/12/2009,0.3,1.01,1.52,2.54,3.55
8/11/2009,0.3,1.03,1.48,2.5,3.53
8/10/2009,0.3,1.05,1.51,2.56,3.61
8/7/2009,0.33,1.13,1.52,2.57,3.7
8/6/2009,0.31,1.05,1.51,2.57,3.62
8/5/2009,0.31,1.05,1.5,2.57,3.62
8/4/2009,0.29,1.02,1.48,2.5,3.52
8/3/2009,0.29,0.99,1.48,2.48,3.47
7/31/2009,0.3,0.95,1.4,2.39,3.34
7/30/2009,0.3,1.01,1.47,2.48,3.49
7/29/2009,0.31,0.98,1.52,2.52,3.5
7/28/2009,0.3,0.93,1.51,2.6,3.53
7/27/2009,0.3,0.89,1.55,2.67,3.56
7/24/2009,0.29,0.87,1.52,2.65,3.52
7/23/2009,0.3,0.89,1.52,2.64,3.53
7/22/2009,0.28,0.79,1.45,2.6,3.39
7/21/2009,0.27,0.77,1.4,2.54,3.31
7/20/2009,0.28,0.8,1.47,2.62,3.42
7/17/2009,0.31,0.85,1.5,2.65,3.5
7/16/2009,0.28,0.81,1.46,2.59,3.4
7/15/2009,0.32,0.85,1.49,2.6,3.45
7/14/2009,0.29,0.79,1.4,2.53,3.32
7/13/2009,0.29,0.74,1.35,2.46,3.2
7/10/2009,0.27,0.73,1.31,2.41,3.14
7/9/2009,0.28,0.75,1.39,2.5,3.25
7/8/2009,0.27,0.73,1.32,2.42,3.15
7/7/2009,0.27,0.79,1.38,2.49,3.28
7/6/2009,0.29,0.77,1.44,2.56,3.33
7/2/2009,0.32,0.81,1.45,2.53,3.34
7/1/2009,0.37,0.88,1.46,2.5,3.38
6/30/2009,0.37,0.92,1.43,2.42,3.34
6/29/2009,0.31,0.91,1.42,2.4,3.31
6/26/2009,0.25,0.9,1.43,2.42,3.32
6/25/2009,0.29,0.94,1.46,2.43,3.37
6/24/2009,0.31,1,1.55,2.53,3.53
6/23/2009,0.3,0.94,1.57,2.51,3.45
6/22/2009,0.3,0.97,1.58,2.55,3.52
6/19/2009,0.32,1.06,1.57,2.54,3.6
6/18/2009,0.34,1.1,1.58,2.58,3.68
6/17/2009,0.33,1.02,1.5,2.49,3.51
6/16/2009,0.34,1.06,1.47,2.44,3.5
6/15/2009,0.34,1.09,1.49,2.5,3.59
6/12/2009,0.33,1.11,1.51,2.51,3.62
6/11/2009,0.34,1.16,1.52,2.53,3.69
6/10/2009,0.37,1.2,1.55,2.6,3.8
6/9/2009,0.37,1.14,1.53,2.53,3.67
6/8/2009,0.43,1.23,1.53,2.49,3.72
6/5/2009,0.42,1.12,1.53,2.52,3.64
6/4/2009,0.33,0.82,1.6,2.76,3.58
6/3/2009,0.31,0.77,1.52,2.65,3.42
6/2/2009,0.32,0.82,1.56,2.69,3.51
6/1/2009,0.35,0.84,1.58,2.74,3.58
5/29/2009,0.33,0.78,1.42,2.55,3.33
5/28/2009,0.33,0.82,1.49,2.7,3.52
5/27/2009,0.32,0.79,1.47,2.75,3.54
5/26/2009,0.32,0.78,1.34,2.54,3.32
5/22/2009,0.31,0.74,1.31,2.53,3.27
5/21/2009,0.26,0.7,1.27,2.46,3.16
5/20/2009,0.26,0.69,1.18,2.32,3.01
5/19/2009,0.3,0.73,1.21,2.34,3.07
5/18/2009,0.31,0.74,1.16,2.29,3.03
5/15/2009,0.33,0.71,1.13,2.26,2.97
5/14/2009,0.34,0.71,1.11,2.23,2.94
5/13/2009,0.35,0.72,1.09,2.22,2.94
5/12/2009,0.35,0.71,1.12,2.27,2.98
5/11/2009,0.34,0.73,1.12,2.25,2.98
5/8/2009,0.36,0.81,1.15,2.29,3.1
5/7/2009,0.36,0.82,1.15,2.29,3.11
5/6/2009,0.32,0.77,1.1,2.22,2.99
5/5/2009,0.34,0.79,1.07,2.22,3.01
5/4/2009,0.33,0.75,1.09,2.25,3
5/1/2009,0.33,0.76,1.11,2.29,3.05
4/30/2009,0.35,0.77,1.11,2.25,3.02
4/29/2009,0.39,0.83,1.07,2.18,3.01
4/28/2009,0.39,0.82,1.02,2.1,2.92
4/27/2009,0.36,0.77,0.97,2.05,2.82
4/24/2009,0.4,0.89,0.97,2.04,2.93
4/23/2009,0.39,0.87,0.92,1.99,2.86
4/22/2009,0.38,0.86,0.92,1.98,2.84
4/21/2009,0.38,0.81,0.91,1.98,2.79
4/20/2009,0.4,0.79,0.89,1.95,2.74
4/17/2009,0.43,0.85,0.92,1.99,2.84
4/16/2009,0.41,0.78,0.88,1.95,2.73
4/15/2009,0.39,0.71,0.85,1.96,2.67
4/14/2009,0.37,0.69,0.85,1.94,2.63
4/13/2009,0.39,0.71,0.92,1.99,2.7
4/9/2009,0.42,0.78,0.94,2,2.78
4/8/2009,0.41,0.75,0.9,1.93,2.68
4/7/2009,0.4,0.71,0.96,2.02,2.73
4/6/2009,0.4,0.74,0.96,2.01,2.75
4/3/2009,0.39,0.75,0.91,1.95,2.7
4/2/2009,0.37,0.66,0.86,1.89,2.55
4/1/2009,0.36,0.61,0.82,1.85,2.46
3/31/2009,0.36,0.6,0.86,1.9,2.5
3/30/2009,0.4,0.66,0.88,1.89,2.55
3/27/2009,0.44,0.76,0.89,1.88,2.64
3/26/2009,0.42,0.75,0.9,1.86,2.61
3/25/2009,0.41,0.77,0.88,1.85,2.62
3/24/2009,0.41,0.72,0.77,1.75,2.47
3/23/2009,0.38,0.71,0.76,1.75,2.46
3/20/2009,0.38,0.67,0.77,1.76,2.43
3/19/2009,0.4,0.67,0.77,1.74,2.41
3/18/2009,0.39,0.61,0.72,1.69,2.3
3/17/2009,0.45,0.81,0.95,1.97,2.78
3/16/2009,0.45,0.76,0.91,1.97,2.73
3/13/2009,0.47,0.78,0.89,1.91,2.69
3/12/2009,0.48,0.81,0.89,1.86,2.67
3/11/2009,0.48,0.8,0.93,1.92,2.72
3/10/2009,0.47,0.77,0.98,1.98,2.75
3/9/2009,0.46,0.73,0.94,1.93,2.66
3/6/2009,0.46,0.7,0.92,1.92,2.62
3/5/2009,0.46,0.7,0.92,1.93,2.63
3/4/2009,0.45,0.71,1,2.04,2.75
3/3/2009,0.41,0.64,0.96,2.02,2.66
3/2/2009,0.39,0.61,0.97,2.02,2.63
2/27/2009,0.46,0.74,0.99,2.02,2.76
2/26/2009,0.46,0.81,0.99,1.9,2.71
2/25/2009,0.45,0.79,0.97,1.86,2.65
2/24/2009,0.39,0.71,0.86,1.77,2.48
2/23/2009,0.4,0.67,0.88,1.82,2.49
2/20/2009,0.37,0.69,0.85,1.82,2.51
2/19/2009,0.37,0.71,0.88,1.84,2.55
2/18/2009,0.33,0.66,0.84,1.77,2.43
2/17/2009,0.29,0.55,0.78,1.77,2.32
2/13/2009,0.32,0.68,0.91,1.92,2.6
2/12/2009,0.29,0.6,0.84,1.86,2.46
2/11/2009,0.3,0.63,0.83,1.85,2.48
2/10/2009,0.29,0.61,0.87,1.98,2.59
2/9/2009,0.28,0.73,0.94,2.02,2.75
2/6/2009,0.29,0.71,0.98,2.06,2.77
2/5/2009,0.25,0.69,0.91,1.97,2.66
2/4/2009,0.23,0.68,0.93,1.97,2.65
2/3/2009,0.21,0.64,0.92,1.93,2.57
2/2/2009,0.24,0.62,0.86,1.87,2.49
1/30/2009,0.27,0.7,0.91,1.93,2.63
1/29/2009,0.28,0.72,0.92,1.92,2.64
1/28/2009,0.29,0.7,0.81,1.82,2.52
1/27/2009,0.34,0.74,0.72,1.72,2.46
1/26/2009,0.33,0.71,0.82,1.85,2.56
1/23/2009,0.35,0.72,0.81,1.82,2.54
1/22/2009,0.32,0.65,0.86,1.87,2.52
1/21/2009,0.32,0.67,0.82,1.78,2.45
1/20/2009,0.29,0.6,0.75,1.67,2.27
1/16/2009,0.31,0.61,0.74,1.63,2.24
1/15/2009,0.31,0.62,0.63,1.5,2.12
1/14/2009,0.3,0.61,0.63,1.51,2.12
1/13/2009,0.32,0.65,0.68,1.57,2.22
1/12/2009,0.31,0.62,0.71,1.6,2.22
1/9/2009,0.36,0.68,0.76,1.68,2.36
1/8/2009,0.35,0.74,0.77,1.64,2.38
1/7/2009,0.33,0.71,0.84,1.7,2.41
1/6/2009,0.31,0.66,0.88,1.71,2.37
1/5/2009,0.29,0.64,0.89,1.71,2.35
1/2/2009,0.32,0.8,0.84,1.58,2.38
12/31/2008,0.26,0.65,0.79,1.49,2.14
12/30/2008,0.24,0.65,0.72,1.36,2.01
12/29/2008,0.3,0.72,0.67,1.35,2.07
12/26/2008,0.35,0.86,0.62,1.27,2.13
12/24/2008,#VALUE!,#VALUE!,0.64,1.3,#VALUE!
12/23/2008,0.39,0.88,0.63,1.28,2.16
12/22/2008,0.39,0.86,0.53,1.29,2.15
12/19/2008,0.42,0.72,0.61,1.39,2.11
12/18/2008,#VALUE!,#VALUE!,0.58,1.4,#VALUE!
12/17/2008,0.4,0.68,0.62,1.47,2.15
12/16/2008,0.41,0.61,0.69,1.72,2.33
12/15/2008,0.47,0.72,0.75,1.78,2.5
12/12/2008,0.48,0.76,0.77,1.82,2.58
12/11/2008,0.5,0.78,0.76,1.85,2.63
12/10/2008,#VALUE!,#VALUE!,0.76,1.83,#VALUE!
12/9/2008,0.46,0.81,0.77,1.83,2.64
12/8/2008,0.5,0.94,0.79,1.8,2.74
12/5/2008,0.52,0.91,0.74,1.74,2.65
12/4/2008,0.59,0.8,0.69,1.73,2.53
12/3/2008,0.68,0.85,0.73,1.8,2.65
12/2/2008,0.71,0.84,0.75,1.78,2.62
12/1/2008,0.74,0.83,0.81,1.82,2.65
11/28/2008,0.89,0.99,0.93,1.93,2.92
11/26/2008,0.88,1.04,0.92,1.9,2.94
11/25/2008,0.85,1.05,0.91,1.96,3.01
11/24/2008,0.82,1.18,0.93,2.04,3.22
11/21/2008,0.81,1.07,0.93,2.11,3.18
11/20/2008,0.84,0.97,0.94,2.1,3.07
11/19/2008,0.9,1.02,0.99,2.29,3.31
11/18/2008,0.93,1.03,1.07,2.38,3.41
11/17/2008,0.96,1.1,1.1,2.46,3.56
11/14/2008,0.99,1.07,1.11,2.5,3.57
11/13/2008,0.94,1.02,1.19,2.6,3.62
11/12/2008,0.85,1.01,1.18,2.56,3.57
11/10/2008,0.87,0.98,1.24,2.55,3.53
11/7/2008,0.89,1.02,1.23,2.5,3.52
11/6/2008,0.85,0.96,1.18,2.47,3.43
11/5/2008,0.82,0.96,1.14,2.37,3.33
11/4/2008,0.8,0.91,1.17,2.42,3.33
11/3/2008,0.82,0.96,1.26,2.51,3.47
10/31/2008,0.88,1.1,1.24,2.45,3.55
10/30/2008,0.95,1.18,1.25,2.41,3.59
10/29/2008,0.79,0.96,1.19,2.35,3.31
10/28/2008,0.76,0.88,1.1,2.24,3.12
10/27/2008,0.73,0.75,1.08,2.2,2.95
10/24/2008,0.71,0.68,1.07,2.19,2.87
10/23/2008,0.63,0.56,1.03,2.09,2.65
10/22/2008,0.59,0.48,1.03,2.12,2.6
10/21/2008,0.64,0.48,1.05,2.18,2.66
10/20/2008,0.45,0.47,1.11,2.2,2.67
10/17/2008,0.51,0.81,1.19,2.34,3.15
10/16/2008,0.83,1.15,1.23,2.38,3.53
10/15/2008,0.92,1.42,1.26,2.4,3.82
10/14/2008,0.88,1.48,1.19,2.26,3.74
10/10/2008,0.83,1.37,1.15,2.27,3.64
10/9/2008,0.73,1.05,1.14,2.19,3.24
10/8/2008,0.6,0.97,1.05,2.07,3.04
10/7/2008,0.45,0.65,0.98,2.03,2.68
10/6/2008,0.69,0.89,1.02,2.05,2.94
10/3/2008,0.9,1.09,1.04,2.03,3.12
10/2/2008,0.82,0.99,1.06,2.04,3.03
10/1/2008,0.87,0.97,1.05,1.95,2.92
9/30/2008,0.86,1.08,0.98,1.85,2.93
9/29/2008,0.66,0.76,1,1.91,2.67
9/26/2008,0.94,1.24,0.94,1.74,2.98
9/25/2008,1.21,1.4,0.93,1.72,3.12
9/24/2008,1.41,1.54,0.88,1.77,3.31
9/23/2008,1.21,1.31,0.92,1.74,3.05
9/22/2008,0.78,0.85,0.91,1.7,2.55
9/19/2008,1.06,1.17,0.85,1.62,2.79
9/18/2008,1.3,1.55,0.89,1.76,3.31
9/17/2008,1.47,1.61,0.88,1.77,3.38
9/16/2008,0.88,1.05,0.75,1.59,2.64
9/15/2008,0.64,0.76,0.81,1.69,2.45
9/12/2008,0.53,0.74,0.74,1.51,2.25
9/11/2008,0.4,0.57,0.69,1.46,2.03
9/10/2008,0.41,0.57,0.69,1.43,2
9/9/2008,0.4,0.57,0.67,1.39,1.96
9/8/2008,0.41,0.59,0.66,1.36,1.95
9/5/2008,0.39,0.55,0.68,1.43,1.98
9/4/2008,0.35,0.51,0.67,1.44,1.95
9/3/2008,0.38,0.56,0.69,1.45,2.01
9/2/2008,0.4,0.54,0.74,1.48,2.02
8/29/2008,0.45,0.64,0.74,1.47,2.11
8/28/2008,0.45,0.63,0.72,1.42,2.05
8/27/2008,0.49,0.64,0.71,1.46,2.1
